NUM_POST,latitude,longitude,type,commune,altitude,nom_usuel,num_dep
13005003,43.307,5.601,RR,AUBAGNE,130,AUBAGNE,13
13030001,43.274,5.7,RR,CUGES-LES-PINS,184,CUGES-LES-PINS,13
13036003,43.847,4.835,RR,EYRAGUES,17,EYRAGUES,13
13047001,43.523,4.928,RR,ISTRES,23,ISTRES,13
13047001,43.523,4.928,TN,ISTRES,23,ISTRES,13
13047001,43.523,4.928,TX,ISTRES,23,ISTRES,13
13055001,43.304,5.39,RR,MARSEILLE 1ER ARRONDISSEMENT,75,MARSEILLE-OBS,13
13092001,43.55,5.04,RR,SAINT-CHAMAS,10,ST CHAMAS,13
13103001,43.613,5.108,RR,SALON-DE-PROVENCE,58,SALON DE PROVENCE,13
13103001,43.613,5.108,TN,SALON-DE-PROVENCE,58,SALON DE PROVENCE,13
13103001,43.613,5.108,TX,SALON-DE-PROVENCE,58,SALON DE PROVENCE,13
13108004,43.83,4.64,RR,TARASCON,15,TARASCON,13
13110003,43.445,5.699,RR,TRETS,264,TRETS,13
14047002,49.275,-0.712,RR,BAYEUX,60,BAYEUX,14
14066001,49.334,-0.431,RR,BERNIERES-SUR-MER,2,BERNIERES,14
14096001,48.991,-0.781,RR,BREMOY,240,BREMOY,14
14137001,49.18,-0.456,RR,CARPIQUET,67,CAEN-CARPIQUET,14
14137001,49.18,-0.456,TN,CARPIQUET,67,CAEN-CARPIQUET,14
14137001,49.18,-0.456,TX,CARPIQUET,67,CAEN-CARPIQUET,14
14239001,49.388,-0.957,RR,ENGLESQUEVILLE-LA-PERCEE,38,ENGLESQUEVILLE,14
14239001,49.388,-0.957,TN,ENGLESQUEVILLE-LA-PERCEE,38,ENGLESQUEVILLE,14
14578001,49.365,0.167,RR,SAINT-GATIEN-DES-BOIS,139,ST GATIEN DES B,14
14578001,49.365,0.167,TN,SAINT-GATIEN-DES-BOIS,139,ST GATIEN DES B,14
14578001,49.365,0.167,TX,SAINT-GATIEN-DES-BOIS,139,ST GATIEN DES B,14
14634001,49.007,0.13,RR,LIVAROT-PAYS-D'AUGE,140,SAINT MICHEL DE,14
15014004,44.892,2.419,RR,AURILLAC,632,AURILLAC,15
15050001,45.173,2.711,RR,LE CLAUX,1033,LE CLAUX,15
15050001,45.173,2.711,TN,LE CLAUX,1033,LE CLAUX,15
15050001,45.173,2.711,TX,LE CLAUX,1033,LE CLAUX,15
15085001,44.855,2.541,RR,LABROUSSE,800,LABROUSSE,15
15118002,45.003,2.475,RR,MARMANHAC,644,MARMANHAC,15
15118002,45.003,2.475,TN,MARMANHAC,644,MARMANHAC,15
15119001,45.263,3.198,RR,MASSIAC,533,MASSIAC,15
15162003,45.28,2.665,RR,RIOM-ES-MONTAGNES,837,RIOM-MONTAGNES,15
15187006,45.024,3.067,RR,SAINT-FLOUR,909,ST FLOUR,15
15191001,45.064,2.304,RR,SAINT-ILLIDE,635,ST ILLIDE,15
16028001,45.481,-0.149,RR,BARBEZIEUX-SAINT-HILAIRE,72,BARBEZIEUX,16
16113001,45.628,0.1,RR,LA COURONNE,58,LA COURONNE,16
16113001,45.628,0.1,TN,LA COURONNE,58,LA COURONNE,16
16113001,45.628,0.1,TX,LA COURONNE,58,LA COURONNE,16
16193001,45.736,-0.382,RR,CHERVES-RICHEMONT,51,LOUZAC ST ANDRE,16
16256001,45.334,-0.079,RR,PASSIRAC,114,PASSIRAC,16
16390001,45.949,0.062,RR,TUSSON,88,TUSSON,16
17093002,45.862,-1.204,RR,LE CHATEAU-D'OLERON,3,CHATEAU D'OLERON,17
17111001,45.477,-0.51,RR,CLION,35,CLION,17
17218001,46.316,-1.012,RR,MARANS,2,MARANS,17
17224001,45.859,-0.32,RR,MATHA,38,MATHA,17
17243002,45.22,-0.292,RR,MONTLIEU-LA-GARDE,89,MONTLIEU_SAPC,17
17243002,45.22,-0.292,TN,MONTLIEU-LA-GARDE,89,MONTLIEU_SAPC,17
17268002,46.02,-0.407,RR,NUAILLE-SUR-BOUTONNE,36,NUAILLE SUR BOUTONNE,17
17300009,46.178,-1.193,RR,LA ROCHELLE,20,LA ROCHELLE-ILE DE RE,17
17300009,46.178,-1.193,TN,LA ROCHELLE,20,LA ROCHELLE-ILE DE RE,17
17300009,46.178,-1.193,TX,LA ROCHELLE,20,LA ROCHELLE-ILE DE RE,17
17306004,45.633,-0.975,RR,MEDIS,12,ROYAN-MEDIS,17
17318001,46.243,-1.562,RR,SAINT-CLEMENT-DES-BALEINES,10,SAINT-CLEMENT DES BALEINES,17
17323001,46.047,-1.412,RR,SAINT-DENIS-D'OLERON,11,CHASSIRON,17
17323001,46.047,-1.412,TN,SAINT-DENIS-D'OLERON,11,CHASSIRON,17
17323001,46.047,-1.412,TX,SAINT-DENIS-D'OLERON,11,CHASSIRON,17
17353001,45.988,-1.027,RR,SAINT-LAURENT-DE-LA-PREE,3,ST-LAURENT PREE-INRA,17
17415003,45.761,-0.652,RR,SAINTES,38,SAINTES,17
17415003,45.761,-0.652,TN,SAINTES,38,SAINTES,17
17415003,45.761,-0.652,TX,SAINTES,38,SAINTES,17
18003003,47.21,2.552,RR,LES AIX-D'ANGILLON,195,LES AIX-D'ANG.,18
18015003,47.5,2.427,RR,AUBIGNY-SUR-NERE,176,AUBIGNY-SUR-NERE,18
18036001,47.167,2.081,RR,BRINAY,131,BRINAY,18
18037001,47.565,2.262,RR,BRINON-SUR-SAULDRE,133,BRINON,18
18047001,47.374,2.427,RR,LA CHAPELLE-D'ANGILLON,190,CHAPELLE-D'ANG_SAPC,18
18057003,46.564,2.218,RR,CHATEAUMEILLANT,243,CHATEAUMEILLANT,18
18087001,46.878,2.566,RR,DUN-SUR-AURON,160,DUN,18
18089001,46.563,2.52,RR,EPINEUIL-LE-FLEURIEL,228,EPINEUIL,18
18092001,47.052,2.642,RR,FARGES-EN-SEPTAINE,175,AVORD,18
18092001,47.052,2.642,TN,FARGES-EN-SEPTAINE,175,AVORD,18
18092001,47.052,2.642,TX,FARGES-EN-SEPTAINE,175,AVORD,18
18109002,47.286,2.579,RR,HENRICHEMONT,377,HENRICHEMONT,18
18125004,47.458,2.893,RR,LERE,139,LERE,18
18172003,46.731,2.467,RR,ORVAL,165,ORVAL RAD,18
18175003,46.925,2.803,RR,OUROUER-LES-BOURDELINS,221,OUROUER,18
18187004,46.425,2.237,RR,PREVERANGES,462,PREVERANGES,18
18207003,46.989,2.249,RR,SAINT-FLORENT-SUR-CHER,146,ST-FLORENT/CHER,18
18223003,47.201,2.417,RR,SAINT-MARTIN-D'AUXIGNY,172,ST-MARTIN-D'A.,18
18223003,47.201,2.417,TN,SAINT-MARTIN-D'AUXIGNY,172,ST-MARTIN-D'A.,18
18223003,47.201,2.417,TX,SAINT-MARTIN-D'AUXIGNY,172,ST-MARTIN-D'A.,18
18231001,46.729,2.632,RR,SAINT-PIERRE-LES-ETIEUX,174,ST-PIERRE,18
18242001,46.831,2.927,RR,SANCOINS,203,SANCOINS,18
18279001,47.22,2.014,RR,VIERZON,98,VIERZON - VEVES,18
18279001,47.22,2.014,TN,VIERZON,98,VIERZON - VEVES,18
19010001,45.101,1.938,RR,ARGENTAT-SUR-DORDOGNE,190,ARGENTAT,19
19016001,45.345,1.824,RR,BAR,269,BAR,19
19033001,45.603,1.93,RR,BUGEAT,694,BUGEAT,19
19034001,44.984,1.988,RR,CAMPS-SAINT-MATHURIN-LEOBAZEL,519,CAMPS,19
19034001,44.984,1.988,TX,CAMPS-SAINT-MATHURIN-LEOBAZEL,519,CAMPS,19
19073006,45.399,2.059,RR,EGLETONS,610,EGLETONS,19
19125001,45.284,2.04,RR,MARCILLAC-LA-CROISILLE,598,MARCILLAC,19
19136002,45.534,2.154,RR,MEYMAC,670,MEYMAC,19
19139001,45.643,2.096,RR,MILLEVACHES,915,MILLEVACHES,19
19237001,45.139,2.096,RR,SAINT-PRIVAT,585,ST-PRIVAT,19
19272001,45.243,1.74,RR,TULLE,235,TULLE,19
19272001,45.243,1.74,TX,TULLE,235,TULLE,19
19275001,45.559,2.321,RR,USSEL,654,USSEL-LAMARTINE,19
19275001,45.559,2.321,TN,USSEL,654,USSEL-LAMARTINE,19
19275001,45.559,2.321,TX,USSEL,654,USSEL-LAMARTINE,19
19288004,45.28,1.416,RR,VOUTEZAC,124,VOUTEZAC,19
20004002,41.918,8.793,RR,AJACCIO,5,AJACCIO,20
20004002,41.918,8.793,TN,AJACCIO,5,AJACCIO,20
20004002,41.918,8.793,TX,AJACCIO,5,AJACCIO,20
20004003,41.908,8.618,RR,AJACCIO,124,AJACCIO-PARATA,20
20004003,41.908,8.618,TX,AJACCIO,124,AJACCIO-PARATA,20
20040001,42.08,9.053,RR,BOCOGNANO,660,BOCOGNANO-GARE,20
20108002,42.263,8.839,RR,EVISA,1030,EVISA-ONF,20
20211001,41.785,8.979,RR,PETRETO-BICCHISANO,450,PETRETO BICCHISANO,20
20272001,41.62,8.962,RR,SARTENE,272,SARTENE-CIMETIERE,20
20312001,41.879,8.989,RR,SANTA-MARIA-SICHE,541,SANTA MARIA SICHE,20
21154001,47.849,4.581,RR,CHATILLON-SUR-SEINE,262,CHATILLON/SEINE,21
21154001,47.849,4.581,TN,CHATILLON-SUR-SEINE,262,CHATILLON/SEINE,21
21154001,47.849,4.581,TX,CHATILLON-SUR-SEINE,262,CHATILLON/SEINE,21
21231001,47.321,5.019,RR,DIJON,241,DIJON,21
21310001,47.319,4.596,RR,GROSBOIS-EN-MONTAGNE,376,GROSBOIS-EN-MONTAGNE,21
21386001,47.448,4.434,RR,MARIGNY-LE-CAHOUET,335,MARIGNY LE CAHOUET,21
21454001,47.86,4.315,RR,NICEY,209,NICEY,21
21501003,47.251,4.561,RR,POUILLY-EN-AUXOIS,412,POUILLY EN AUX_SAPC,21
21503001,47.543,5.418,RR,POUILLY-SUR-VINGEANNE,239,POUILLY SUR VINGEANNE,21
21519001,47.782,4.864,RR,RECEY-SUR-OURCE,326,RECEY SUR OURCE,21
21527001,46.953,4.674,RR,LA ROCHEPOT,417,LA ROCHEPOT,21
21527001,46.953,4.674,TN,LA ROCHEPOT,417,LA ROCHEPOT,21
21564001,47.122,5.072,RR,SAINT-NICOLAS-LES-CITEAUX,203,ST NIC. CITEAUX,21
21567001,47.125,4.499,RR,SAINT-PRIX-LES-ARNAY,396,ARNAY_SAPC,21
22113006,48.755,-3.469,RR,LANNION,85,LANNION_AERO,22
22147006,48.188,-2.421,RR,MERDRIGNAC,145,MERDRIGNAC,22
22147006,48.188,-2.421,TX,MERDRIGNAC,145,MERDRIGNAC,22
22168001,48.826,-3.473,RR,PERROS-GUIREC,55,PLOUMANAC'H,22
22168001,48.826,-3.473,TN,PERROS-GUIREC,55,PLOUMANAC'H,22
22168001,48.826,-3.473,TX,PERROS-GUIREC,55,PLOUMANAC'H,22
22243001,48.404,-3.522,RR,PLUSQUELLEC,214,PLUSQUELLEC,22
22266001,48.227,-3.295,RR,ROSTRENEN,236,ROSTRENEN,22
22266001,48.227,-3.295,TN,ROSTRENEN,236,ROSTRENEN,22
22266001,48.227,-3.295,TX,ROSTRENEN,236,ROSTRENEN,22
23008004,45.958,2.188,RR,AUBUSSON,486,AUBUSSON_SAPC,23
23013001,46.022,2.489,RR,AUZANCES,564,AUZANCES_SAPC,23
23021001,46.121,1.629,RR,BENEVENT-L'ABBAYE,460,BENEVENT_SAPC,23
23025001,46.315,1.916,RR,BONNAT,382,BONNAT,23
23030004,45.942,1.726,RR,BOURGANEUF,513,BOURGANEUF,23
23030004,45.942,1.726,TN,BOURGANEUF,513,BOURGANEUF,23
23031002,46.343,2.228,RR,BOUSSAC,380,BOUSSAC_SAPC,23
23046001,46.176,2.553,RR,CHAMBONCHARD,320,CHAMBONCHARD,23
23069002,45.867,2.362,RR,CROCQ,710,CROCQ,23
23075001,46.318,1.667,RR,DUN-LE-PALESTEL,365,DUN LE PALESTEL,23
23090003,45.785,1.997,RR,GENTIOUX-PIGEROLLES,794,GENTIOUX,23
23155001,45.996,1.853,RR,PONTARION,455,PONTARION_SAPC,23
23176001,46.243,1.452,RR,LA SOUTERRAINE,370,LA SOUTERRAINE,23
24037005,44.823,0.524,RR,BERGERAC,49,BERGERAC,24
24037005,44.823,0.524,TN,BERGERAC,49,BERGERAC,24
24037005,44.823,0.524,TX,BERGERAC,49,BERGERAC,24
24172001,44.935,1.02,RR,LES EYZIES,73,LES EYZIES DE TAYAC,24
24291001,45.052,1.147,RR,MONTIGNAC-LASCAUX,77,MONTIGNAC,24
24452001,45.358,0.319,RR,SAINT-MARTIAL-VIVEYROL,166,ST MARTIAL VIVEYROLS,24
25021001,47.032,5.782,RR,ARC-ET-SENANS,235,ARC-ET-SENANS,25
25021001,47.032,5.782,TN,ARC-ET-SENANS,235,ARC-ET-SENANS,25
25021001,47.032,5.782,TX,ARC-ET-SENANS,235,ARC-ET-SENANS,25
25047001,47.347,6.35,RR,BAUME-LES-DAMES,267,BAUME-LES-DAMES,25
25127001,47.219,6.815,RR,CHARQUEMONT,884,CHARQUEMONT,25
25127001,47.219,6.815,TX,CHARQUEMONT,884,CHARQUEMONT,25
25254001,46.834,6.437,RR,LES FOURGS,1140,LES FOURGS,25
25285001,47.019,6.567,RR,GRAND'COMBE-CHATELEU,769,GRAND'COMBE-CHATELEU_SAPC,25
25320001,46.78,6.28,RR,LABERGEMENT-SAINTE-MARIE,863,LABERGEMENT,25
25372001,47.456,6.601,RR,MEDIERE,302,MEDIERE,25
25413001,46.707,6.21,RR,MOUTHE,940,MOUTHE,25
25453001,47.217,6.529,RR,PIERREFONTAINE-LES-VARANS,695,PIERREFONTAINE,25
25462001,46.905,6.34,RR,DOMMARTIN,808,PONTARLIER,25
25462001,46.905,6.34,TN,DOMMARTIN,808,PONTARLIER,25
26035001,44.778,5.139,RR,BEAUFORT-SUR-GERVANNE,379,BEAUFORT-S-GERV,26
26047001,44.535,5.454,RR,BELLEGARDE-EN-DIOIS,1017,BELLEGARDE-EN-D,26
26113003,44.768,5.344,RR,DIE,384,DIE,26
26116002,44.429,4.725,RR,DONZERE,66,DONZERE,26
26116002,44.429,4.725,TX,DONZERE,66,DONZERE,26
26168001,44.673,5.711,RR,LUS-LA-CROIX-HAUTE,1059,LUS L CROIX HTE,26
26168001,44.673,5.711,TN,LUS-LA-CROIX-HAUTE,1059,LUS L CROIX HTE,26
26168001,44.673,5.711,TX,LUS-LA-CROIX-HAUTE,1059,LUS L CROIX HTE,26
26182001,44.329,5.101,RR,MIRABEL-AUX-BARONNIES,238,MIRABEL-AUX-BAR,26
26258001,44.618,4.977,RR,PUY-SAINT-MARTIN,211,PUY-ST-MARTIN,26
26295001,45.174,4.903,RR,SAINT-BARTHELEMY-DE-VALS,203,ST-BARTHELEMY-V_SAPC,26
26295001,45.174,4.903,TN,SAINT-BARTHELEMY-DE-VALS,203,ST-BARTHELEMY-V_SAPC,26
26295001,45.174,4.903,TX,SAINT-BARTHELEMY-DE-VALS,203,ST-BARTHELEMY-V_SAPC,26
26307001,45.009,5.293,RR,SAINT-JEAN-EN-ROYANS,308,ST-JEAN-EN-ROYA,26
26307001,45.009,5.293,TN,SAINT-JEAN-EN-ROYANS,308,ST-JEAN-EN-ROYA,26
26307001,45.009,5.293,TX,SAINT-JEAN-EN-ROYANS,308,ST-JEAN-EN-ROYA,26
26327001,44.694,5.428,RR,SAINT-ROMAN,545,ST ROMAN-DIOIS,26
26330001,45.271,4.93,RR,SAINT-SORLIN-EN-VALLOIRE,237,ST-SORLIN-EN-VA,26
26330001,45.271,4.93,TN,SAINT-SORLIN-EN-VALLOIRE,237,ST-SORLIN-EN-VA,26
26330001,45.271,4.93,TX,SAINT-SORLIN-EN-VALLOIRE,237,ST-SORLIN-EN-VA,26
27016001,49.245,1.413,RR,LES ANDELYS,16,LES ANDELYS,27
27112001,48.838,0.908,RR,BRETEUIL,168,BRETEUIL,27
27112001,48.838,0.908,TN,BRETEUIL,168,BRETEUIL,27
27112001,48.838,0.908,TX,BRETEUIL,168,BRETEUIL,27
27306001,48.977,1.182,RR,GUICHAINVILLE,147,GUICHAINVILLE,27
27306001,48.977,1.182,TN,GUICHAINVILLE,147,GUICHAINVILLE,27
27306001,48.977,1.182,TX,GUICHAINVILLE,147,GUICHAINVILLE,27
27375001,49.204,1.187,RR,LOUVIERS,25,LOUVIERS,27
28195001,48.566,1.621,RR,HOUX,107,HOUX,28
28195001,48.566,1.621,TN,HOUX,107,HOUX,28
28195001,48.566,1.621,TX,HOUX,107,HOUX,28
28198001,48.061,1.376,RR,JALLANS,126,CHATEAUDUN,28
28198001,48.061,1.376,TN,JALLANS,126,CHATEAUDUN,28
28198001,48.061,1.376,TX,JALLANS,126,CHATEAUDUN,28
28239002,48.653,1.372,RR,MARVILLE-MOUTIERS-BRULE,153,MARVILLE_SAPC,28
28280001,48.319,0.798,RR,NOGENT-LE-ROTROU,108,NOGENT-LE-ROTROU,28
28322001,48.712,0.959,RR,RUEIL-LA-GADELIERE,157,RUEIL,28
28322001,48.712,0.959,TN,RUEIL-LA-GADELIERE,157,RUEIL,28
28322001,48.712,0.959,TX,RUEIL-LA-GADELIERE,157,RUEIL,28
28363001,48.404,1.903,RR,SAINVILLE,149,SAINVILLE,28
28363001,48.404,1.903,TN,SAINVILLE,149,SAINVILLE,28
28363001,48.404,1.903,TX,SAINVILLE,149,SAINVILLE,28
28373002,48.558,1.012,RR,SENONCHES,239,SENONCHES,28
28386001,48.544,1.303,RR,THIMERT-GATELLES,225,THIMERT,28
29018001,48.353,-3.869,RR,BRENNILIS,220,BRENNILIS,29
29041002,48.066,-3.826,RR,CORAY,242,CORAY CHAT EAU,29
29082001,48.746,-4.012,RR,ILE-DE-BATZ,32,BATZ,29
29082001,48.746,-4.012,TN,ILE-DE-BATZ,32,BATZ,29
29082001,48.746,-4.012,TX,ILE-DE-BATZ,32,BATZ,29
29120001,48.279,-4.439,RR,LANVEOC,81,LANVEOC,29
29120001,48.279,-4.439,TN,LANVEOC,81,LANVEOC,29
29120001,48.279,-4.439,TX,LANVEOC,81,LANVEOC,29
29155005,48.473,-5.057,RR,OUESSANT,64,OUESSANT-STIFF,29
29155005,48.473,-5.057,TN,OUESSANT,64,OUESSANT-STIFF,29
29155005,48.473,-5.057,TX,OUESSANT,64,OUESSANT-STIFF,29
29158001,47.798,-4.375,RR,PENMARCH,3,PTE DE PENMARCH,29
29163003,48.5,-3.854,RR,PLEYBER-CHRIST,147,PLEYBER-CHRIST SA,29
29168001,48.039,-4.732,RR,PLOGOFF,67,PTE DU RAZ,29
29168001,48.039,-4.732,TN,PLOGOFF,67,PTE DU RAZ,29
29168001,48.039,-4.732,TX,PLOGOFF,67,PTE DU RAZ,29
29178001,48.548,-4.664,RR,PLOUDALMEZEAU,40,PLOUDALMEZEAU,29
30009001,43.979,3.444,RR,ALZON,611,ALZON,30
30076001,44.113,4.519,RR,CAVILLARGUES,131,CAVILLARGUES,30
30076001,44.113,4.519,TN,CAVILLARGUES,131,CAVILLARGUES,30
30076001,44.113,4.519,TX,CAVILLARGUES,131,CAVILLARGUES,30
30129001,44.073,3.978,RR,GENERARGUES,139,GENERARGUES,30
30202002,44.248,4.627,RR,PONT-SAINT-ESPRIT,79,PONT ST ESPRIT,30
30224001,43.932,4.241,RR,LA ROUVIERE,79,LA ROUVIERE,30
30243001,44.092,4.08,RR,SAINT-CHRISTOL-LEZ-ALES,129,ST CHRISTOL-LES-ALES,30
30243001,44.092,4.08,TX,SAINT-CHRISTOL-LEZ-ALES,129,ST CHRISTOL-LES-ALES,30
30258001,43.773,4.413,RR,SAINT-GILLES,94,NIMES-GARONS,30
30263001,43.962,3.835,RR,SAINT-HIPPOLYTE-DU-FORT,237,ST HIPPOLYTE,30
30269006,44.111,3.872,RR,SAINT-JEAN-DU-GARD,196,ST JEAN DU GARD,30
30269006,44.111,3.872,TN,SAINT-JEAN-DU-GARD,196,ST JEAN DU GARD,30
30269006,44.111,3.872,TX,SAINT-JEAN-DU-GARD,196,ST JEAN DU GARD,30
30305001,44.175,4.153,RR,SALINDRES,191,SALINDRES,30
30305001,44.175,4.153,TN,SALINDRES,191,SALINDRES,30
30305001,44.175,4.153,TX,SALINDRES,191,SALINDRES,30
30334003,43.993,4.402,RR,UZES,72,UZES,30
30349001,43.871,4.072,RR,VIC-LE-FESQ,45,VIC LE FESQ,30
30350001,43.99,3.612,RR,LE VIGAN,222,LE VIGAN,30
30352002,43.795,4.091,RR,VILLEVIEILLE,41,VILLEVIEILLE,30
31042012,42.802,0.6,RR,BAGNERES-DE-LUCHON,618,LUCHON,31
31042012,42.802,0.6,TN,BAGNERES-DE-LUCHON,618,LUCHON,31
31042012,42.802,0.6,TX,BAGNERES-DE-LUCHON,618,LUCHON,31
31070004,43.257,0.644,RR,BLAJAN,325,BLAJAN,31
31157001,43.54,1.373,RR,PORTET-SUR-GARONNE,164,TOULOUSE-FRANCAZAL,31
31157001,43.54,1.373,TN,PORTET-SUR-GARONNE,164,TOULOUSE-FRANCAZAL,31
31157001,43.54,1.373,TX,PORTET-SUR-GARONNE,164,TOULOUSE-FRANCAZAL,31
31374001,43.416,1.628,RR,MONTESQUIEU-LAURAGAIS,190,MONTESQUIEU-LAURAGAIS,31
31403002,43.778,1.321,RR,ONDES,109,ONDES,31
31403002,43.778,1.321,TN,ONDES,109,ONDES,31
31403002,43.778,1.321,TX,ONDES,109,ONDES,31
31451001,43.438,2.019,RR,REVEL,338,REVEL,31
32013005,43.689,0.601,RR,AUCH,122,AUCH,32
32013005,43.689,0.601,TN,AUCH,122,AUCH,32
32013005,43.689,0.601,TX,AUCH,122,AUCH,32
32132001,43.874,0.673,RR,FLEURANCE,108,FLEURANCE,32
32147001,43.628,0.884,RR,GIMONT,177,GIMONT,32
32190001,43.792,0.208,RR,LANNEPAX,175,LANNEPAX,32
32256001,43.53,0.401,RR,MIRANDE,184,MIRANDE,32
32355001,43.399,0.349,RR,SADEILLAN,263,SADEILLAN,32
33042001,44.494,-0.791,RR,BELIN-BELIET,36,BELIN-BELIET,33
33063001,44.85,-0.589,RR,BORDEAUX,10,BORDEAUX-PAULIN,33
33063001,44.85,-0.589,TN,BORDEAUX,10,BORDEAUX-PAULIN,33
33063001,44.85,-0.589,TX,BORDEAUX,10,BORDEAUX-PAULIN,33
33095001,44.295,-0.261,RR,CAPTIEUX,96,CAPTIEUX,33
33214002,45.001,-1.139,RR,LACANAU,16,LACANAU,33
33214002,45.001,-1.139,TN,LACANAU,16,LACANAU,33
33236002,44.631,-1.252,RR,LEGE-CAP-FERRET,8,CAP-FERRET,33
33236002,44.631,-1.252,TN,LEGE-CAP-FERRET,8,CAP-FERRET,33
33236002,44.631,-1.252,TX,LEGE-CAP-FERRET,8,CAP-FERRET,33
33484001,44.427,-0.489,RR,SAINT-SYMPHORIEN,54,ST-SYMPHORIEN,33
33504001,44.544,-0.327,RR,SAUTERNES,65,SAUTERNES,33
33504001,44.544,-0.327,TN,SAUTERNES,65,SAUTERNES,33
33529001,44.535,-1.132,RR,LA TESTE-DE-BUCH,23,CAZAUX,33
